PID,Name,Title,PublicationType,ContentType,Language,Journal,JournalISSN,JournalEISSN,Status,Volume,Issue,HostPublication,StartPage,EndPage,Year,Edition,Pages,City,Publisher,Series,SeriesISSN,SeriesEISSN,ISBN,Urls,ISRN,DOI,ISI,PMID,ScopusId,NBN,LocalId,ArchiveNumber,Keywords,Categories,ResearchSubjects,Projects,Notes,Abstract,Opponents,Supervisors,Examiners,Patent,ThesisLevel,Credits,Programme,Subject,Uppsok,DefencePlace,DefenceLanguage,DefenceDate,CreatedDate,PublicationDate,LastUpdated,FullTextLink,Funder,NumberOfAuthors,ExternalCooperation,FridaLevel,PartOfThesis,PublicationSubtype,Conference,Term,ArticleId,Reviewed,FreeFulltext,SustainableDevelopment,Contributor
1853669,"Villamizar, Hugo (Pontifical Catholic University of Rio de Janeiro, Brazil);Kalinowski, Marcos (Pontifical Catholic University of Rio de Janeiro, Brazil);Lopes, Hélio (Pontifical Catholic University of Rio de Janeiro, Brazil);Mendez, Daniel [dmz] [0000-0003-0619-6027] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805])",Identifying concerns when specifying machine learning-enabled systems : A perspective-based approach,Artikel i tidskrift,Refereegranskat,eng,Journal of Systems and Software,0164-1212,1873-1228,published,213,,,,,2024,,,,Elsevier,,,,,https://arxiv.org/abs/2309.07980,,10.1016/j.jss.2024.112053,1234407600001,,2-s2.0-85190070620,urn:nbn:se:bth-26129,,,Case study;Machine learning-enabled systems;Requirements engineering;Technology transfer;Engineering education;Human resource management;Business value;Case-studies;Customer managers;Learning capabilities;Machine learning-enabled system;Machine-learning;Open science;Requirement engineering;Science activities;Team members;Machine learning,Programvaruteknik (10205),,,,"<p>Engineering successful machine learning (ML)-enabled systems poses various challenges from both a theoretical and a practical side. Among those challenges are how to effectively address unrealistic expectations of ML capabilities from customers, managers and even other team members, and how to connect business value to engineering and data science activities composed by interdisciplinary teams. In this paper, we present PerSpecML, a perspective-based approach for specifying ML-enabled systems that helps practitioners identify which attributes, including ML and non-ML components, are important to contribute to the overall system's quality. The approach involves analyzing 60 concerns related to 28 tasks that practitioners typically face in ML projects, grouping them into five perspectives: system objectives, user experience, infrastructure, model, and data. Together, these perspectives serve to mediate the communication between business owners, domain experts, designers, software and ML engineers, and data scientists. The creation of PerSpecML involved a series of formative evaluations conducted in different contexts: (i) in academia, (ii) with industry representatives, and (iii) in two real industrial case studies. As a result of the diverse validations and continuous improvements, PerSpecML stands as a promising approach, poised to positively impact the specification of ML-enabled systems, particularly helping to reveal key components that would have been otherwise missed without using PerSpecML. Editor's note: Open Science material was validated by the Journal of Systems and Software Open Science Board. © 2024 Elsevier Inc.</p>",,,,,,,,,,,,,2024-04-23,2024-04-23,2024-06-18,,,4,,deprecated,,,,,112053,true,true,,
1855176,"Frattini, Julian [juf] [0000-0003-3995-6125] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805])",Identifying Relevant Factors of Requirements Quality : An Industrial Case Study,Konferensbidrag,Refereegranskat,eng,,,,,,,Requirements Engineering : Foundation for Software Quality,20,36,2024,,,,Springer Science+Business Media B.V.,Lecture Notes in Computer Science ; 14588,0302-9743,1611-3349,9783031573262,https://arxiv.org/abs/2402.00594,,10.1007/978-3-031-57327-9_2,1209314200002,,2-s2.0-85190670743,urn:nbn:se:bth-26153,,,Case study;Interview;Requirements quality;Budget control;Software engineering;Budget overruns;Case-studies;Engineering activities;Industrial case study;Interaction effect;Project failures;Quality defects;Requirement quality;Requirements specifications;Requirements engineering,Programvaruteknik (10205),,,,"<p>[Context and Motivation]: The quality of requirements specifications impacts subsequent, dependent software engineering activities. Requirements quality defects like ambiguous statements can result in incomplete or wrong features and even lead to budget overrun or project failure. [Problem]: Attempts at measuring the impact of requirements quality have been held back by the vast amount of interacting factors. Requirements quality research lacks an understanding of which factors are relevant in practice. [Principal Ideas and Results]: We conduct a case study considering data from both interview transcripts and issue reports to identify relevant factors of requirements quality. The results include 17 factors and 11 interaction effects relevant to the case company. [Contribution]: The results contribute empirical evidence that (1) strengthens existing requirements engineering theories and (2) advances industry-relevant requirements quality research. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2024.</p>",,,,,,,,,,,,,2024-04-30,2024-04-30,2024-05-30,,KK-stiftelsen [20180010],1,,deprecated,,publishedPaper,"30th International Working Conference on Requirements Engineering: Foundation for Software Quality, REFSQ 2024, Winterthur, 8 April through 12 April 2024",,,true,true,,
1814031,"Nass, Michel [mna] [0000-0002-8569-2290] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]) (SERT);Alégroth, Emil [EAL] [0000-0001-7526-3727] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Feldt, Robert [rfd] [0000-0002-5179-4205] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805])",Improving Web Element Localization by Using a Large Language Model,Artikel i tidskrift,Refereegranskat,eng,"Software testing, verification & reliability",0960-0833,1099-1689,published,34,7,,,,2024,,,,John Wiley & Sons,,,,,,,10.1002/stvr.1893,1290853000001,,2-s2.0-85201296537,urn:nbn:se:bth-25637,,,GUI Testing;Test Automation;Test Case Robustness;Web Element Locators;Large Language Models,Datorsystem (20206),Software Engineering,,,"<p>Web-based test automation heavily relies on accurately finding web elements. Traditional methods compare attributes but don't grasp the context and meaning of elements and words. The emergence of Large Language Models (LLMs) like GPT-4, which can show human-like reasoning abilities on some tasks, offers new opportunities for software engineering and web element localization. This paper introduces and evaluates VON Similo LLM, an enhanced web element localization approach. Using an LLM, it selects the most likely web element from the top-ranked ones identified by the existing VON Similo method, ideally aiming to get closer to human-like selection accuracy. An experimental study was conducted using 804 web element pairs from 48 real-world web applications. We measured the number of correctly identified elements as well as the execution times, comparing the effectiveness and efficiency of VON Similo LLM against the baseline algorithm. In addition, motivations from the LLM were recorded and analyzed for all instances where the original approach failed to find the right web element. VON Similo LLM demonstrated improved performance, reducing failed localizations from 70 to 39 (out of 804), a 44 percent reduction. Despite its slower execution time and additional costs of using the GPT-4 model, the LLMs human-like reasoning showed promise in enhancing web element localization. LLM technology can enhance web element identification in GUI test automation, reducing false positives and potentially lowering maintenance costs. However, further research is necessary to fully understand LLMs capabilities, limitations, and practical use in GUI testing.</p>",,,,,,,,,,,,,2023-11-22,2023-11-22,2025-01-03,https://bth.diva-portal.org/smash/get/diva2:1814031/FULLTEXT02.pdf,KK-stiftelsen [20180010],3,,deprecated,urn:nbn:se:bth-25638,,,,,true,true,,
1888898,"Laiq, Muhammad [miq] [0000-0002-5964-5554] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Ali, Nauman bin [nal] [0000-0001-7266-5632] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Börstler, Jürgen [jub] [0000-0003-0639-4234] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Engström, Emelie (Lund University)",Industrial adoption of machine learning techniques for early identification of invalid bug reports,Artikel i tidskrift,Refereegranskat,eng,Empirical Software Engineering,1382-3256,1573-7616,published,29,5,,,,2024,,,,Springer,,,,,,,10.1007/s10664-024-10502-3,1283245300001,,2-s2.0-85200034314,urn:nbn:se:bth-26802,,,Concept drift;Defect classification;Invalid bug reports;Machine learning;Software maintenance;Software quality;Computer software maintenance;Computer software selection and evaluation;Industrial research;Technology transfer;Bug reports;Concept drifts;Industrial adoption;Industrial practices;Invalid bug report;Machine learning techniques;Machine-learning;Transfer models;Forecasting,Programvaruteknik (10205),,,,"<p>Despite the accuracy of machine learning (ML) techniques in predicting invalid bug reports, as shown in earlier research, and the importance of early identification of invalid bug reports in software maintenance, the adoption of ML techniques for this task in industrial practice is yet to be investigated. In this study, we used a technology transfer model to guide the adoption of an ML technique at a company for the early identification of invalid bug reports. In the process, we also identify necessary conditions for adopting such techniques in practice. We followed a case study research approach with various design and analysis iterations for technology transfer activities. We collected data from bug repositories, through focus groups, a questionnaire, and a presentation and feedback session with an expert. As expected, we found that an ML technique can identify invalid bug reports with acceptable accuracy at an early stage. However, the technique’s accuracy drops over time in its operational use due to changes in the product, the used technologies, or the development organization. Such changes may require retraining the ML model. During validation, practitioners highlighted the need to understand the ML technique’s predictions to trust the predictions. We found that a visual (using a state-of-the-art ML interpretation framework) and descriptive explanation of the prediction increases the trustability of the technique compared to just presenting the results of the validity predictions. We conclude that trustability, integration with the existing toolchain, and maintaining the techniques’ accuracy over time are critical for increasing the likelihood of adoption. © The Author(s) 2024.</p>",,,,,,,,,,,,,2024-08-14,2024-08-14,2024-12-03,https://bth.diva-portal.org/smash/get/diva2:1888898/FULLTEXT01.pdf,ELLIIT - The Linköping‐Lund Initiative on IT and Mobile Communications;KK-stiftelsen [20220235],4,,deprecated,urn:nbn:se:bth-27197,,,,130,true,true,,
1873372,"Moyón, Fabiola (Technical University of Munich, Germany);Angermeir, Florian (Fortiss, Germany);Mendez, Daniel [dmz] [0000-0003-0619-6027] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805])",Industrial Challenges in Secure Continuous Development,Konferensbidrag,Refereegranskat,eng,,,,,,,ACM International Conference Proceeding Series,309,311,2024,,,,Association for Computing Machinery (ACM),,,,9798400705007,,,10.1145/3639477.3639736,1239124300027,,2-s2.0-85195268554,urn:nbn:se:bth-26456,,,DevSecOps;secure agile software engineering;secure continuous software engineering;secure DevOps;security challenges;security compliance;Engineering research;Agile development;Agile software engineering;Continuous software engineerings;Devsecop;Industrial challenges;Software design,Programvaruteknik (10205),,,,"<p>The intersection between security and continuous software engineering has been of great interest since the early years of the agile development movement, and it remains relevant as software development processes are more frequently guided by agility and the adoption of DevOps. Several authors have contributed studies about the framing of secure agile development and secure DevOps, motivating academic contributions to methods and practices, but also discussions around benefits and challenges. Especially the challenges captured also our interest since, for the last few years, we are conducting research on secure continuous software engineering from a more applied, practical perspective with the overarching aim to introduce solutions that can be adopted at scale. The short positioning at hands summarizes a relevant part of our endeavors in which we validated challenges with several practitioners of different roles. More than framing a set of challenges, we conclude by presenting four key research directions we identified for practitioners and researchers to delineate future work. Copyright © 2024 held by the owner/author(s).</p>",,,,,,,,,,,,,2024-06-19,2024-06-19,2024-08-12,https://bth.diva-portal.org/smash/get/diva2:1873372/FULLTEXT01.pdf,,3,,deprecated,,publishedPaper,"ACM/IEEE 44th International Conference on Software Engineering: New Ideas and Emerging Results, ICSE-SEIP 2024, Lisbon, April 14-20 2024",,,true,true,,
1887734,"Izu, Cruz (The University of Adelaide, Australia);Mirolo, Claudio (University of Udine, Italy);Börstler, Jürgen [jub] [0000-0003-0639-4234] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Connamacher, Harold (Case Western Reserve University, United States);Crosby, Ryan (Durham University, England,United Kingdom);Glassey, Richard (KTH Royal Institute of Technology);Haldeman, Georgiana (Colgate University, United States);Kiljunen, Olli (Aalto University, Finland);Kumar, Amruth N. (Ramapo College of New Jersey, United States);Liu, David (University of Toronto, Canada);Luxton-Reilly, Andrew (University of California, United States);Matsumoto, Stephanos (Olin College of Engineering, United States);Carneiro de Oliveira, Eduardo (Utrecht University, Netherlands);Russell, Seán (University of Auckland, New Zealand);Shah, Anshul (University of California, United States)",Introducing Code Quality in the CS1 Classroom,Konferensbidrag,Refereegranskat,eng,,,,,2,,"Proceedings of the 2024 Conference on Innovation and Technology in Computer Science Education, vol 2,  ITiCSE 2024",773,774,2024,,,,Association for Computing Machinery (ACM),"Annual Conference on Innovation and Technology in Computer Science Education, ITiCSE",1942647X,,9798400706035,,,10.1145/3649405.3659535,1265872800010,,2-s2.0-85198638608,urn:nbn:se:bth-26773,,,code quality;CS1;readability;refactoring;style;Address code;Classifieds;Educational program;Quality issues;Refactorings;Time constraints;Working groups;Students,Lärande (50303);Programvaruteknik (10205),,,,"<p>Characterising code quality is a challenge that was addressed by Börstler et al.’s working group in 2017. As emerged from their study, educators, developers and students have different perceptions of the manifold aspects involved, and a major conclusion of that WG was that “code quality should be discussed more thoroughly in educational programs” [2, p. 70]. However, the lack of materials and the time constraints have slowed down progress in that regard. The goal of this working group is to propose manageable ways to address code quality in the CS1 classroom, with a particular focus on activities that help students become aware of and improve the quality of their code. To achieve this goal, we will (a) extract from the literature a comprehensive set of quality issues which will then be classified according to the appropriate strategies to fix them; and (b) circulate a survey to explore the instructors’ views on code quality issues and the way they deal with (or ignore) them. Based on this work we aim to produce: (1) a taxonomy of code quality issues with associated examples, as well as (2) a sample set of teaching materials to introduce those issues to CS1 students. © 2024 Copyright held by the owner/author(s)</p>",,,,,,,,,,,,,2024-08-09,2024-08-09,2024-08-27,,,15,,deprecated,,publishedPaper,"29th Annual Conference on Innovation and Technology in Computer Science Education, ITiCSE 2024, Milan, July 8-10 2024",,,true,,,
1818167,"Duszkiewicz, Aleksander G. (Morningtrain ApS, Denmark);Sørensen, Jacob G. (University of Southern Denmark, Denmark);Johansen, Niclas (Morningtrain ApS, Denmark);Edison, Henry [hed] [0000-0002-9494-8059] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Silva, Thiago Rocha (University of Southern Denmark, Denmark)",Leveraging Historical Data to Support User Story Estimation,Konferensbidrag,Refereegranskat,eng,,,,,14483,,"Product-Focused Software Process Improvement : PROFES 2023, Part I",284,300,2024,,,,Springer,Lecture Notes in Computer Science,0302-9743,1611-3349,9783031492655,,,10.1007/978-3-031-49266-2_20,1157572800020,,2-s2.0-85199149998,urn:nbn:se:bth-25697,,,User stories;Agile estimation;Natural language processing,Programvaruteknik (10205),Software Engineering,,,"<p>Accurate and reliable effort and cost estimation are still challenging for agile teams in the industry. It is argued that leveraging historical data regarding the actual time spent on similar past projects could be very helpful to support such an activity before companies embark upon a new project. In this paper, we investigate to what extent user story information retrieved from past projects can help developers estimate the effort needed to develop new similar projects. In close collaboration with a software development company, we applied design science and action research principles to develop and evaluate a tool that employs Natural Language Processing (NLP) algorithms to find past similar user stories and retrieve the actual time spent on them. The tool was then used to estimate a real project that was about to start in the company. A focus group with a team of six developers was conducted to evaluate the tool’s efficacy in estimating similar projects. The results of the focus group with the developers revealed that the tool has the potential to complement the existing estimation process and help different interested parties in the company. Our results contribute both towards a new tool-supported approach to help user story estimation based on historical data and with our lessons learned on why, when, and where such a tool and the estimations provided may play a role in agile projects in the industry.</p>",,,,,,,,,,,,,2023-12-08,2023-12-08,2025-01-03,https://bth.diva-portal.org/smash/get/diva2:1818167/FULLTEXT01.pdf,ELLIIT - The Linköping‐Lund Initiative on IT and Mobile Communications,5,,deprecated,,publishedPaper,"24th International Conference on Product-Focused Software Process Improvement, PROFES 2023, Dornbirn, Austria, December 10–13, 2023",,,true,,,
1896347,"Frattini, Julian [juf] [0000-0003-3995-6125] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Fischbach, Jannik (Netlight Consulting GmbH, Germany);Fucci, Davide [dfu] [0000-0002-0679-4361] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Unterkalmsteiner, Michael [mun] [0000-0003-4118-0952] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Mendez, Daniel [dmz] [0000-0003-0619-6027] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805])",Measuring the Fitness-for-Purpose of Requirements : An initial Model of Activities and Attributes,Konferensbidrag,Refereegranskat,eng,,,,,,,Proceedings of the IEEE International Conference on Requirements Engineering,398,406,2024,,,,IEEE Computer Society,International Requirements Engineering Conference,1090-705X,,9798350395112,https://arxiv.org/abs/2405.09895,,10.1109/RE59067.2024.00047,1300544600039,,2-s2.0-85202771571,urn:nbn:se:bth-26888,,,activity;interview study;literature review;requirements engineering;requirements quality;Software design;Software quality;Data-source;Development activity;Fitness for purpose;Literature data;Literature reviews;Requirement engineering;Requirement quality;Systems under development,Programvaruteknik (10205),,,,"<p>Requirements engineering aims to fulfill a purpose, i.e., inform subsequent software development activities about stakeholders' needs and constraints that must be met by the system under development. The quality of requirements artifacts and processes is determined by how fit for this purpose they are, i.e., how they impact activities affected by them. However, research on requirements quality lacks a comprehensive overview of these activities and how to measure them. In this paper, we specify the research endeavor addressing this gap and propose an initial model of requirements-affected activities and their attributes. We construct a model from three distinct data sources, including both literature and empirical data. The results yield an initial model containing 24 activities and 16 attributes quantifying these activities. Our long-term goal is to develop evidence-based decision support on how to optimize the fitness for purpose of the RE phase to best support the subsequent, affected software development process. We do so by measuring the effect that requirements artifacts and processes have on the attributes of these activities. With the contribution at hand, we invite the research community to critically discuss our research roadmap and support the further evolution of the model. © 2024 IEEE.</p>",,,,,,,,,,,,,2024-09-10,2024-09-10,2024-10-28,,KK-stiftelsen [20180010],5,,deprecated,,publishedPaper,"32nd IEEE International Requirements Engineering Conference, RE 2024, Reykjavik, June 24-28 2024",,,true,true,,
1859534,"Zimelewicz, Eduardo (Pontifical Catholic University of Rio de Janeiro (PUC-Rio), Brazil);Kalinowski, Marcos (Pontifical Catholic University of Rio de Janeiro (PUC-Rio), Brazil);Mendez, Daniel [dmz] [0000-0003-0619-6027] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Giray, Görkem (Izmir, Turkey);Santos Alves, Antonio Pedro (Pontifical Catholic University of Rio de Janeiro (PUC-Rio), Brazil);Lavesson, Niklas [nla] [0000-0002-0535-1761] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Azevedo, Kelly (Pontifical Catholic University of Rio de Janeiro (PUC-Rio), Brazil);Villamizar, Hugo (Pontifical Catholic University of Rio de Janeiro (PUC-Rio), Brazil);Escovedo, Tatiana (Pontifical Catholic University of Rio de Janeiro (PUC-Rio), Brazil);Lopes, Helio (Pontifical Catholic University of Rio de Janeiro (PUC-Rio), Brazil);Biffl, Stefan (Vienna University of Technology (TU Wien), Austria);Musil, Juergen (Vienna University of Technology (TU Wien), Austria);Felderer, Michael (German Aerospace Center (DLR), Germany);Wagner, Stefan (Technical University of Munich, Germany);Baldassarre, Teresa (University of Bari, Italy);Gorschek, Tony [tgo] [0000-0002-3646-235x] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805])",ML-Enabled Systems Model Deployment and Monitoring : Status Quo and Problems,Konferensbidrag,Refereegranskat,eng,,,,,,,Software Quality as a Foundation for Security,112,131,2024,,,,Springer Science+Business Media B.V.,Lecture Notes in Business Information Processing ; 505,18651348,18651356,9783031562808,https://arxiv.org/abs/2402.05333,,10.1007/978-3-031-56281-5_7,1267936400007,,2-s2.0-85192177513,urn:nbn:se:bth-26219,,,Deployment;Machine Learning;Monitoring;Life cycle;Statistical methods;Complete response;Contemporary practices;Industrial practices;Industrial problem;International survey;Machine learning models;Machine-learning;Status quo;System models,Programvaruteknik (10205),,,,"<p>Systems that incorporate Machine Learning (ML) models, often referred to as ML-enabled systems, have become commonplace. However, empirical evidence on how ML-enabled systems are engineered in practice is still limited; this is especially true for activities surrounding ML model dissemination. [Goal] We investigate contemporary industrial practices and problems related to ML model dissemination, focusing on the model deployment and the monitoring ML life cycle phases. [Method] We conducted an international survey to gather practitioner insights on how ML-enabled systems are engineered. We gathered a total of 188 complete responses from 25 countries. We analyze the status quo and problems reported for the model deployment and monitoring phases. We analyzed contemporary practices using bootstrapping with confidence intervals and conducted qualitative analyses on the reported problems applying open and axial coding procedures. [Results] Practitioners perceive the model deployment and monitoring phases as relevant and difficult. With respect to model deployment, models are typically deployed as separate services, with limited adoption of MLOps principles. Reported problems include difficulties in designing the architecture of the infrastructure for production deployment and legacy application integration. Concerning model monitoring, many models in production are not monitored. The main monitored aspects are inputs, outputs, and decisions. Reported problems involve the absence of monitoring practices, the need to create custom monitoring tools, and the selection of suitable metrics. [Conclusion] Our results help provide a better understanding of the adopted practices and problems in practice and support guiding ML deployment and monitoring research in a problem-driven manner. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2024.</p>",,,,,,,,,,,,,2024-05-22,2024-05-22,2024-09-16,,,16,,deprecated,,publishedPaper,"16th International Conference on Software Quality, SWQD 2024, Vienna, 23 April through 25 April 2024",,,true,true,,
1841232,"Wiecher, Carsten (Kostal Automobil Elektrik GmbH & Co. KG, Germany);Mandel, Constantin (IPEK – Institute of Product Engineering at Karlsruhe Institute of Technology (KIT), Germany);Günther, Matthias (Fraunhofer IEM, Germany);Fischbach, Jannik (fortiss GmbH, Germany);Greenyer, Joel (FHDW Hannover, Germany);Greinert, Matthias (Two Pillars GmbH, Germany);Wolff, Carsten (FH Dortmund, Germany);Dumitrescu, Roman (Fraunhofer IEM, Germany);Mendez, Daniel [dmz] [0000-0003-0619-6027] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Albers, Albert (IPEK – Institute of Product Engineering at Karlsruhe Institute of Technology (KIT), Germany)",Model-based analysis and specification of functional requirements and tests for complex automotive systems,Artikel i tidskrift,Refereegranskat,eng,Systems Engineering,1098-1241,1520-6858,published,27,4,,728,744,2024,,,,John Wiley & Sons,,,,,,,10.1002/sys.21748,1157900500001,,2-s2.0-85184389037,urn:nbn:se:bth-25994,,,model-based systems engineering;requirements specification;scenario-based requirements engineering;test specification;validation;verification;Embedded systems;Iterative methods;Requirements engineering;Automotive development;Automotive Systems;Development programmes;Model-based system engineerings;Requirement engineering;Requirements specifications;Scenario-based;Scenario-based requirement engineering;Test specifications;Specifications,Programvaruteknik (10205),,,,"<p>The specification of requirements and tests are crucial activities in automotive development projects. However, due to the increasing complexity of automotive systems, practitioners fail to specify requirements and tests for distributed and evolving systems with complex interactions when following traditional development processes. To address this research gap, we propose a technique that starts with the early identification of validation concerns from a stakeholder perspective, which we use to systematically design tests that drive a scenario-based modeling and analysis of system requirements. To ensure complete and consistent requirements and test specifications in a form that is required in automotive development projects, we develop a Model-Based Systems Engineering (MBSE) methodology. This methodology supports system architects and test designers in the collaborative application of our technique and in maintaining a central system model, in order to automatically derive the required specifications. We evaluate our methodology by applying it at KOSTAL (Tier1 supplier) and within student projects as part of the masters program Embedded Systems Engineering. Our study corroborates that our methodology is applicable and improves existing requirements and test specification processes by supporting the integrated and stakeholder-focused modeling of product and validation systems, where the early definition of stakeholder and validation concerns fosters a problem-oriented, iterative and test-driven requirements modeling. © 2024 Wiley Periodicals, Inc.</p>",,,,,,,,,,,,,2024-02-28,2024-02-28,2024-08-05,https://bth.diva-portal.org/smash/get/diva2:1841232/FULLTEXT01.pdf,,10,,deprecated,,,,,,true,,,
1896290,"Abdeen, Waleed [wxa] [0000-0001-8142-9631] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Unterkalmsteiner, Michael [mun] [0000-0003-4118-0952] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Wnuk, Krzysztof [krw] [0000-0003-3567-9300] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Chirtoglou, Alexandros (Hochtief ViCon GmbH, Germany);Schimanski, Christoph (Hochtief ViCon GmbH, Germany);Goli, Heja (Hochtief ViCon GmbH, Germany)",Multi-Label Requirements Classification with Large Taxonomies,Konferensbidrag,Refereegranskat,eng,,,,,,,Proceedings of the IEEE International Conference on Requirements Engineering,264,274,2024,,,,IEEE Computer Society,International Requirements Engineering Conference,1090-705X,,9798350395112,https://arxiv.org/abs/2406.04797,,10.1109/RE59067.2024.00033,1300544600025,,2-s2.0-85202739889,urn:nbn:se:bth-26893,,,domain-specific tax-onomy;large-scale;multi-label;requirements classification;Multiprogramming;Requirements engineering;Software design;Taxation;Taxonomies;Development activity;Domain specific;Large-scales;Multi-class classification;Multi-label classifications;Multi-labels;Requirements classifications;Requirements traceability;Sentence-based;Zero-shot learning,Programvaruteknik (10205),,,,"<p>Context and motivation:</p><p>Classification aids software development activities by organizing requirements in classes for easier access and retrieval. The majority of requirements classification research has, so far, focused on binary or multi-class classification.</p><p>Question/problem:</p><p>Multi-label classification with large taxonomies could aid requirements traceability but is prohibitively costly with supervised training. Hence, we investigate zero-short learning to evaluate the feasibility of multi-label requirements classification with large taxonomies.</p><p>Principal ideas/results:</p><p>We associated, together with domain experts from the industry, 129 requirements with 769 labels from taxonomies ranging between 250 and 1183 classes. Then, we conducted a controlled experiment to study the impact of the type of classifier, the hierarchy, and the structural characteristics of taxonomies on the classification performance. The results show that: (1) The sentence-based classifier had a significantly higher recall compared to the word-based classifier; however, the precision and F1-score did not improve significantly. (2) The hierarchical classification strategy did not always improve the performance of requirements classification. (3) The total and leaf nodes of the taxonomies have a strong negative correlation with the recall of the hierarchical sentence-based classifier.</p><p>Contribution:</p><p>We investigate the problem of multi-label requirements classification with large taxonomies, illustrate a systematic process to create a ground truth involving industry participants, and provide an analysis of different classification pipelines using zero-shot learning. © 2024 IEEE.</p>",,,,,,,,,,,,,2024-09-10,2024-09-10,2024-10-28,,,6,,deprecated,,publishedPaper,"32nd IEEE International Requirements Engineering Conference, RE 2024, Reykjavik, June 24-28 2024",,,true,true,,
