PID,Name,Title,PublicationType,ContentType,Language,Journal,JournalISSN,JournalEISSN,Status,Volume,Issue,HostPublication,StartPage,EndPage,Year,Edition,Pages,City,Publisher,Series,SeriesISSN,SeriesEISSN,ISBN,Urls,ISRN,DOI,ISI,PMID,ScopusId,NBN,LocalId,ArchiveNumber,Keywords,Categories,ResearchSubjects,Projects,Notes,Abstract,Opponents,Supervisors,Examiners,Patent,ThesisLevel,Credits,Programme,Subject,Uppsok,DefencePlace,DefenceLanguage,DefenceDate,CreatedDate,PublicationDate,LastUpdated,FullTextLink,Funder,NumberOfAuthors,ExternalCooperation,FridaLevel,PartOfThesis,PublicationSubtype,Conference,Term,ArticleId,Reviewed,FreeFulltext,SustainableDevelopment,Contributor
1787083,"Tanveer, Binish [bta] [0000-0003-2300-068x] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Zabardast, Ehsan [ehz] [0000-0002-1729-5154] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Gonzalez-Huerta, Javier [jgh] [0000-0003-1350-7030] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805])",An approach to align socio-technical dependencies in large-scale software development,Konferensbidrag,Refereegranskat,eng,,,,,,,"Proceedings - IEEE 20th International Conference on Software Architecture Companion, ICSA-C 2023",341,347,2023,,,,Institute of Electrical and Electronics Engineers (IEEE),,,,9781665464598,,,10.1109/ICSA-C57050.2023.10167722,,,2-s2.0-85166269144,urn:nbn:se:bth-25263,,,Agile methods;Compile time;Large organizations;Large-scales;Runtimes;Scaling results;Small scale;Sociotechnical;Time-delays;Waiting time;Software design,Programvaruteknik (10205),,,,"<p>Seeking the advantages delivered by agile methods in small-scale software development, large organisations are also adopting agile methods. However, scaling results in a huge growth of socio-technical dependencies that can lead to waiting time, delays, and defects and hinder the teams' ability to recognize their own responsibilities. This research proposes an approach to enable teams' autonomy and clarifies teams' responsibility assignments by aligning socio-technical dependencies. By utilising compile-time, run-time, and task dependencies, our approach identifies the wasteful dependencies between the social structures (teams) and the corresponding technical structures (architecture) and also suggests improvements. The initial results suggest that the approach correctly identifies the wasteful dependencies that are hindering teams' responsibility assignments. The suggested solution proposals are also considered useful. Awareness of such wasteful dependencies is the first step toward being able to handle them successfully. © 2023 IEEE.</p>",,,,,,,,,,,,,2023-08-11,2023-08-11,2023-11-06,https://bth.diva-portal.org/smash/get/diva2:1787083/FULLTEXT01.pdf,KK-stiftelsen [20180010],3,,deprecated,,publishedPaper,"20th IEEE International Conference on Software Architecture Companion, ICSA-C 2023, L'Aquila, 13 March through 17 March 2023",,,true,,,
1960537,"Thode, Lukas [lto] [0000-0002-8674-657X] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Iftikhar, Umar [uif] [0000-0003-3177-6138] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Mendez, Daniel [dmz] [0000-0003-0619-6027] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805])",Exploring the use of LLMs for the selection phase in systematic literature studies,Artikel i tidskrift,Refereegranskat,eng,Information and Software Technology,0950-5849,1873-6025,published,184,,,,,2025,,,,Elsevier,,,,,,,10.1016/j.infsof.2025.107757,1491965200001,,2-s2.0-105004904751,urn:nbn:se:bth-27884,,,Automation;Large language models;Systematic literature studies,Programvaruteknik (10205),,,,"<p>Context: Systematic literature studies, such as secondary studies, are crucial to aggregate evidence. An essential part of these studies is the selection phase of relevant studies. This, however, is time-consuming, resource-intensive, and error-prone as it highly depends on manual labor and domain expertise. The increasing popularity of Large Language Models (LLMs) raises the question to what extent these manual study selection tasks could be supported in an automated manner.</p><p>Objectives: In this manuscript, we report on our effort to explore and evaluate the use of state-of-the-art LLMs to automate the selection phase in systematic literature studies.</p><p>Method: We evaluated LLMs for the selection phase using two published systematic literature studies in software engineering as ground truth. Three prompts were designed and applied across five LLMs to the studies’ titles and abstracts based on their inclusion and exclusion criteria. Additionally, we analyzed combining two LLMs to replicate a practical selection phase. We analyzed recall and precision and reflected upon the accuracy of the LLMs, and whether the ground truth studies were conducted by early career scholars or by more advanced ones.</p><p>Results: Our results show a high average recall of up to 98% combined with a precision of 27% in a single LLM approach and an average recall of 99% with a precision of 27% in a two-model approach replicating a two-reviewer procedure. Further the Llama 2 models showed the highest average recall 98% across all prompt templates and datasets while GPT4-turbo had the highest average precision 72%.</p><p>Conclusions: Our results demonstrate how LLMs could support a selection phase in the future. We recommend a two LLM-approach to archive a higher recall. However, we also critically reflect upon how further studies are required using other models and prompts on more datasets to strengthen the confidence in our presented approach. © 2025 The Authors</p>",,,,,,,,,,,,,2025-05-23,2025-05-23,2025-06-02,https://bth.diva-portal.org/smash/get/diva2:1960537/FULLTEXT01.pdf,ELLIIT - The Linköping‐Lund Initiative on IT and Mobile Communications;KK-stiftelsen [20180010];KK-stiftelsen [20220235],3,,deprecated,,,,,107757,true,,,
1718143,"Tkalich, Anastasiia [atk] [0000-0001-7391-4194] (SINTEF, Trondheim, NOR);Edison, Henry [hed] [0000-0002-9494-8059] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805])",On the Characteristics of Internal Software Startups,Konferensbidrag,Refereegranskat,eng,,,,,,,Software Business,320,327,2022,,,,Springer Science+Business Media B.V.,Lecture Notes in Business Information Processing ; 463,1865-1348,1865-1356,9783031207051,,,10.1007/978-3-031-20706-8_22,,,2-s2.0-85142757492,urn:nbn:se:bth-24054,,,Innovation;Internal corporate venture;Internal software startup;Lean Startup;Software Startup;Internal corporate ventures;Position papers;Stand-alone software,Programvaruteknik (10205),,,<p>open access</p>,"<p>In recent years, more attention has been given to internal software startups in practice and in research alike, yet the concept is not fully understood. Nor is it clear whether or not it significantly differs from stand-alone software startup, and if yes, then how. In this position paper, we propose to conceptualize internal software startups as a hybrid of two related concepts: stand-alone software startup and internal corporate venture (ICV). We derive characteristics of the both concepts from the earlier literature and use our previous research on internal software startups to uncover the differences and the similarities across the three concepts. © 2022, The Author(s).</p>",,,,,,,,,,,,,2022-12-12,2022-12-12,2025-02-14,https://bth.diva-portal.org/smash/get/diva2:1718143/FULLTEXT01.pdf,Norges forskningsråd [309631];Norges forskningsråd [309344],2,,deprecated,,publishedPaper,"13th International Conference on Software Business, ICSOB 2022, Bolzano, 8 November through 11 November 2022",,,true,true,,
1946346,"Tkalich, Anastasiia [atk] [0000-0001-7391-4194] (SINTEF, Norway);Klotins, Eriks [ekx] [0000-0002-1987-2234] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Sporsem, Tor (SINTEF, Norway);Stray, Viktoria (SINTEF, Norway);Moe, Nils Brede [nbm] [0000-0003-2669-0778] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Barbala, Astri (SINTEF, Norway)",User feedback in continuous software engineering : revealing the state-of-practice,Artikel i tidskrift,Refereegranskat,eng,Empirical Software Engineering,1382-3256,1573-7616,published,30,3,,,,2025,,,,Springer,,,,,,,10.1007/s10664-024-10557-2,1439386100001,,2-s2.0-86000339541,urn:nbn:se:bth-27662,,,Continuous experimentation;Continuous software engineering;Data-driven product development;Software product;User feedback;Resource allocation;Continuous software engineerings;Data driven;End-users;Incremental updates;Software products;State of practise;Uncertainty;Product development,Programvaruteknik (10205),,,,"<p>Context: Organizations opt for continuous delivery of incremental updates to deal with uncertainty and minimize waste. However, applying continuous engineering (CSE) practices requires a continuous feedback loop with input from customers and end-users.</p><p>Challenges: It becomes increasingly challenging to apply traditional requirements elicitation and validation techniques with ever-shrinking software delivery cycles. At the same time, frequent deliveries generate an abundance of usage data and telemetry informing engineering teams of end-user behavior. The literature describing how practitioners work with user feedback in CSE, is limited.</p><p>Objectives: We aim to explore the state of practice related to utilization of user feedback in CSE. Specifically, what practices are used, how, and the shortcomings of these practices.</p><p>Method: We conduct a qualitative survey and report analysis from 21 interviews in 13 product development companies. We apply thematic and cross-case analysis to interpret the data. Results: Based on our earlier work we suggest a conceptual model of how user feedback is utilized in CSE. We further report the identified challenges with the continuous collection and analysis of user feedback and identify implications for practice.</p><p>Conclusions: Companies use a combination of qualitative and quantitative methods to infer end-user preferences. At the same time, continuous collection, analysis, interpretation, and use of data in decisions are problematic. The challenges pertain to selecting the right metrics and analysis techniques, resource allocation, and difficulties in accessing vaguely defined user groups. Our advice to practitioners in CSE is to ensure sufficient resources and effort for interpretation of the feedback, which can be facilitated by telemetry dashboards. </p>",,,,,,,,,,,,,2025-03-21,2025-03-21,2025-03-21,https://bth.diva-portal.org/smash/get/diva2:1946346/FULLTEXT01.pdf,KK-stiftelsen [20180010];Norges forskningsråd;KK-stiftelsen,6,,deprecated,,,,,79,true,true,,
1725960,"Tkalich, Anastasiia [atk] [0000-0001-7391-4194] (SINTEF, NOR);Šmite, Darja [xds] [0000-0003-1744-3118] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Andersen, Nina Haugland (Norwegian University of Science and Technology, NOR);Moe, Nils Brede (SINTEF, NOR)",What Happens to Psychological Safety When Going Remote?,Artikel i tidskrift,Refereegranskat,eng,IEEE Software,0740-7459,1937-4194,published,41,1,,113,122,2024,,,,IEEE Computer Society,,,,,,,10.1109/MS.2022.3225579,1132030400014,,2-s2.0-85144788766,urn:nbn:se:bth-24179,,,Collaboration;Employment;Interviews;Pandemics;Psychology;Safety;Software;Interview;Pandemic;Psychological safety;Software developer;Software teams;Spontaneous interaction;Team members,Programvaruteknik (10205),,,<p>open access</p>,"<p>Psychological safety is a precondition for learning and success in software teams. But what happens to psychological safety when work becomes remote? In this article, we explore how Norwegian software developers experienced remote work under the pandemic and after restrictions were waved and describe simple behaviors and attitudes related to psychological safety. We pay special attention to work arrangements in which team members alternate days in the office with days working remotely. Our key takeaway is that psychological safety is enabled by spontaneous interaction, which is easy to facilitate in the office and hard to facilitate remotely. Our findings lead us to recommend that team members align their work modes to increase chances for spontaneous interaction in the office while benefiting from the increased focus associated with working remotely. Author</p>",,,,,,,,,,,,,2023-01-12,2023-01-12,2025-02-14,https://bth.diva-portal.org/smash/get/diva2:1725960/FULLTEXT01.pdf,Norges forskningsråd [309344],4,,deprecated,,,,,,true,true,,
1974470,"Tomic, Stevan [sto] [0000-0002-4379-6614] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Alégroth, Emil [EAL] [0000-0001-7526-3727] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Isaac, Maycel (Synteda, Gothenburg, Sweden)",Evaluation of the Choice of LLM in a Multi-Agent Solution for GUI-Test Generation,Konferensbidrag,Refereegranskat,eng,,,,,,,"2025 IEEE Conference on Software Testing, Verification and Validation, ICST 2025",487,497,2025,,,,Institute of Electrical and Electronics Engineers (IEEE),"IEEE International Conference on Software Testing Verification and Validation Workshop, ICSTW",2159-4848,,9798331508142,,,10.1109/ICST62969.2025.10989038,1506893900043,,2-s2.0-105007519090,urn:nbn:se:bth-28172,,,AI-Assisted Software Testing;Automated Testing;Large Language Models (LLMs);MALLM;Multi-Agent Systems;Ability testing;Autonomous agents;C (programming language);Intelligent agents;Model checking;Software testing;GUI testing;Language model;Large language model;Multi agent;Multi-agent LLM;Multiagent systems (MASs);Software testings;Test generations;Automatic test pattern generation,Programvaruteknik (10205),,,,"<p>Automated testing, particularly for GUI-based systems, remains a costly and labor-intensive process and prone to errors. Despite advancements in automation, manual testing still dominates in industrial practice, resulting in delays, higher costs, and increased error rates. Large Language Models (LLMs) have shown great potential to automate tasks traditionally requiring human intervention, leveraging their cognitive-like abilities for test generation and evaluation. In this study, we present PathFinder, a Multi-Agent LLM (MALLM) framework that incorporates four agents responsible for (a) perception and summarization, (b) decision-making, (c) input handling and extraction, and (d) validation, which work collaboratively to automate exploratory web-based GUI testing. The goal of this study is to assess how different LLMs, applied to different agents, affect the efficacy of automated exploratory GUI testing. We evaluate PathFinder with three models, Mistral-Nemo, Gemma2, and Llama3.1, on four e-commerce websites. Thus, 27 permutations of the LLMs, across three agents (excluding the validation agent), to test the hypothesis that a solution with multiple agents, each using different LLMs, is more efficacious (efficient and effective) than a multi-agent solution where all agents use the same LLM. The results indicate that the choice of LLM constellation (combination of LLMs) significantly impacts efficacy, suggesting that a single LLM across agents may yield the best balance of efficacy (measured by F1-score). Hypothesis to explain this result include, but are not limited to: improved decision-making consistency and reduced task coordination discrepancies. The contributions of this study are an architecture for MALLM-based GUI testing, empirical results on its performance, and novel insights into how LLM selection impacts the efficacy of automated testing. </p>",,,,,,,,,,,,,2025-06-23,2025-06-23,2025-08-18,https://bth.diva-portal.org/smash/get/diva2:1974470/FULLTEXT01.pdf,Vinnova [2024- 00242];KK-stiftelsen [20180010],3,,deprecated,,publishedPaper,"18th IEEE Conference on Software Testing, Verification and Validation, ICST 2025, Naples, March 31- April 4, 2025",,,true,,,
1723302,"Torkar, Richard [0000-0002-0118-8143] (Chalmers Univ Technol);Furia, Carlo A. [0000-0003-1040-3201] (USI Univ Svizzera Italiana, CHE);Feldt, Robert (Chalmers Univ Technol);de Oliveira Neto, Francisco Gomes [0000-0001-9226-5417] (Chalmers Univ Technol);Gren, Lucas [lug] [0000-0001-5488-9894] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Lenberg, Per (Chalmers Univ Technol);Ernst, Neil A. (Univ Victoria, CAN)",A Method to Assess and Argue for Practical Significance in Software Engineering,Artikel i tidskrift,Refereegranskat,eng,IEEE Transactions on Software Engineering,0098-5589,1939-3520,published,48,6,,2053,2065,2022,,,,IEEE Computer Society,,,,,,,10.1109/TSE.2020.3048991,811580600014,,,urn:nbn:se:bth-24154,,,Bayes methods;Data models;Software engineering;Statistical analysis;Analytical models;Testing;Decision making;Practical significance;statistical significance;Bayesian analysis;empirical software engineering,Programvaruteknik (10205),,,<p>open access</p>,"<p>A key goal of empirical research in software engineering is to assess practical significance, which answers the question whether the observed effects of some compared treatments show a relevant difference in practice in realistic scenarios. Even though plenty of standard techniques exist to assess statistical significance, connecting it to practical significance is not straightforward or routinely done; indeed, only a few empirical studies in software engineering assess practical significance in a principled and systematic way. In this paper, we argue that Bayesian data analysis provides suitable tools to assess practical significance rigorously. We demonstrate our claims in a case study comparing different test techniques. The case study's data was previously analyzed (Afzal et al., 2015) using standard techniques focusing on statistical significance. Here, we build a multilevel model of the same data, which we fit and validate using Bayesian techniques. Our method is to apply cumulative prospect theory on top of the statistical model to quantitatively connect our statistical analysis output to a practically meaningful context. This is then the basis both for assessing and arguing for practical significance. Our study demonstrates that Bayesian analysis provides a technically rigorous yet practical framework for empirical software engineering. A substantial side effect is that any uncertainty in the underlying data will be propagated through the statistical model, and its effects on practical significance are made clear. Thus, in combination with cumulative prospect theory, Bayesian analysis supports seamlessly assessing practical significance in an empirical software engineering context, thus potentially clarifying and extending the relevance of research for practitioners.</p>",,,,,,,,,,,,,2023-01-03,2023-01-03,2023-01-03,https://bth.diva-portal.org/smash/get/diva2:1723302/FULLTEXT01.pdf,Marianne och Marcus Wallenbergs Stiftelse [2017.0071],7,,deprecated,,,,,,true,true,,
1948504,"Tran, Huynh Khanh Vi [vtr] [0000-0003-0066-1792] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805])",Towards Reliable Eager Test Detection : Practitioner Validation and a Tool Prototype,Konferensbidrag,Refereegranskat,eng,,,,,,,,,,2025,,,,,,,,,,,,,,,urn:nbn:se:bth-27674,,,Software testing;Test case quality;Test suite quality;Quality assurance;Test smells;Unit testing;Eager Test;Detection tool;Java;JUnit,Programvaruteknik (10205),Software Engineering,,,"<p>Context: Existing tools for detecting eager tests produce many false positives, rendering them unreliable for practitioners. To address this, our previous work introduced a novel definition of the Eager Test smell and a heuristic for more effective identification. Comparing the heuristic’s results with existing detection rules revealed eight test patterns where the rules misclassified the presence or absence of eager tests.</p><p>Objective: We aim to gather practitioners’ feedback on our heuristic’s assessment of these eight test patterns and operationalize the heuristic in a tool we named EagerID.</p><p>Method: We conducted a survey to collect practitioners’ feedback on the eight identified test patterns and developed EagerID to detect eager tests in Java unit test cases using JUnit. We also preliminarily evaluated EagerID on 300 test cases, which were manually analyzed in our previous study.</p><p>Results: Our survey received 23 responses from practitioners with a wide range of experience. We found that most practitioners agreed with the assessment of our heuristic. Furthermore, the preliminary evaluation of EagerID returned high precision (100%), recall (91.76%), and F-Score (95.70%).</p><p>Conclusion: Our survey findings highlight the practical relevance of the heuristic. The preliminary evaluation of the EagerID tool confirmed the heuristic’s potential for automation. These findings suggest that the heuristic provides a solid foundation for both manual and automated detection.</p>",,,,,,,,,,,,,2025-03-31,2025-03-31,2025-04-04,https://bth.diva-portal.org/smash/get/diva2:1948504/FULLTEXT01.pdf,ELLIIT - The Linköping‐Lund Initiative on IT and Mobile Communications;KK-stiftelsen [20220235];KK-stiftelsen [20180010],1,,deprecated,urn:nbn:se:bth-27676,publishedPaper,"8th Workshop on Validation, Analysis and Evolution of Software Tests, Montréal, Canada, March 04, 2025",,,true,,,
1948591,"Tran, Huynh Khanh Vi [vtr] [0000-0003-0066-1792] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Ali, Nauman bin [nal] [0000-0001-7266-5632] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Unterkalmsteiner, Michael [mun] [0000-0003-4118-0952] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Börstler, Jürgen [jub] [0000-0003-0639-4234] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805])",A proposal and assessment of an improved heuristic for the Eager Test smell detection,Artikel i tidskrift,Refereegranskat,eng,Journal of Systems and Software,0164-1212,1873-1228,published,226,,,,,2025,,,,Elsevier,,,,,,,10.1016/j.jss.2025.112438,1464187400001,,2-s2.0-105001808870,urn:nbn:se:bth-27675,,,Software testing;Test case quality;Test suite quality;Quality assurance;Test smells;Unit testing;Eager test Java JUnit,Programvaruteknik (10205),Software Engineering,,,"<p><strong>Context</strong>: The evidence for the prevalence of test smells at the unit testing level has relied on the accuracy of detection tools, which have seen intense research in the last two decades. The Eager Test smell, one of the most prevalent, is often identified using simplified detection rules that practitioners find inadequate.</p><p><strong>Objective</strong>: We aim to improve the rules for detecting the Eager Test smell.</p><p><strong>Method</strong>: We reviewed the literature on test smells to analyze the definitions and detection rules of the Eager Test smell. We proposed a novel, unambiguous definition of the test smell and a heuristic to address the limitations of the existing rules. We evaluated our heuristic against existing detection rules by manually applying it to 300 unit test cases in Java.</p><p><strong>Results</strong>: Our review identified 56 relevant studies. We found that inadequate interpretations of original definitions of the Eager Test smell led to imprecise detection rules, resulting in a high level of disagreement in detection outcomes. Also, our heuristic detected patterns of eager and non-eager tests that existing rules missed.</p><p><strong>Conclusion</strong>: Our heuristic captures the essence of the Eager Test smell more precisely; hence, it may address practitioners’ concerns regarding the adequacy of existing detection rules.</p>",,,,,,,,,,,,,2025-03-31,2025-03-31,2025-04-25,https://bth.diva-portal.org/smash/get/diva2:1948591/FULLTEXT02.pdf,,4,,deprecated,urn:nbn:se:bth-27676,,,,112438,true,true,,
1930965,"Tran, Huynh Khanh Vi [vtr] [0000-0003-0066-1792] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Ali, Nauman bin [nal] [0000-0001-7266-5632] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Unterkalmsteiner, Michael [mun] [0000-0003-4118-0952] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Börstler, Jürgen [jub] [0000-0003-0639-4234] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Chatzipetrou, Panagiota (Örebro University)",Quality attributes of test cases and test suites - importance &amp; challenges from practitioners' perspectives,Artikel i tidskrift,Refereegranskat,eng,Software quality journal,0963-9314,1573-1367,published,33,1,,,,2025,,,,Springer,,,,,,,10.1007/s11219-024-09698-w,1396622900001,,2-s2.0-85217646661,urn:nbn:se:bth-27395,,,Software testing;Test case quality;Test suite quality;Quality assurance,Programvaruteknik (10205),,,,"<p>The quality of the test suites and the constituent test cases significantly impacts confidence in software testing. While research has identified several quality attributes of test cases and test suites, there is a need for a better understanding of their relative importance in practice. We investigate practitioners' perceptions regarding the relative importance of quality attributes of test cases and test suites and the challenges that they face in ensuring the perceived important quality attributes. To capture the practitioners' perceptions, we conducted an industrial survey using a questionnaire based on the quality attributes identified in an extensive literature review. We used a sampling strategy that leverages LinkedIn to draw a large and heterogeneous sample of professionals with experience in software testing. We collected 354 responses from practitioners with a wide range of experience (from less than one year to 42 years of experience). We found that the majority of practitioners rated Fault Detection, Usability, Maintainability, Reliability, and Coverage to be the most important quality attributes. Resource Efficiency, Reusability, and Simplicity received the most divergent opinions, which, according to our analysis, depend on the software-testing contexts. Also, we identified common challenges that apply to the important attributes, namely inadequate definition, lack of useful metrics, lack of an established review process, and lack of external support. The findings point out where practitioners actually need further support with respect to achieving high-quality test cases and test suites under different software testing contexts. Hence, the findings can serve as a guideline for academic researchers when looking for research directions on the topic. Furthermore, the findings can be used to encourage companies to provide more support to practitioners to achieve high-quality test cases and test suites.</p>",,,,,,,,,,,,,2025-01-24,2025-01-24,2025-04-03,https://bth.diva-portal.org/smash/get/diva2:1930965/FULLTEXT01.pdf,ELLIIT - The Linköping‐Lund Initiative on IT and Mobile Communications;KK-stiftelsen [20220235];KK-stiftelsen [20180010],5,,deprecated,urn:nbn:se:bth-27676,,,,9,true,true,,
1626396,"Tran, Huynh Khanh Vi [vtr] [0000-0003-0066-1792] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Börstler, Jürgen [jub] [0000-0003-0639-4234] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Ali, Nauman bin [nal] [0000-0001-7266-5632] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Unterkalmsteiner, Michael [mun] [0000-0003-4118-0952] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805])",How good are my search strings? Reflections on using an existing review as a quasi-gold standard,"Artikel, forskningsöversikt",Refereegranskat,eng,e-Informatica Software Engineering Journal,1897-7979,2084-4840,published,16,1,,69,89,2022,,,,Wroclaw University of Technology,,,,,,,10.37190/e-Inf220103,733746700001,,2-s2.0-85123458181,urn:nbn:se:bth-22539,,,search string construction;automated search validation;quasi-gold standard;systematic literature review;systematic mapping study;SYSTEMATIC LITERATURE-REVIEWS;RELIABILITY,Programvaruteknik (10205),,,<p>open access</p>,"<p>Background: Systematic literature studies (SLS) have become a core research methodology in Evidence-based Software Engineering (EBSE). Search completeness, i.e., finding all relevant papers on the topic of interest, has been recognized as one of the most commonly discussed validity issues of SLSs. Aim: This study aims at raising awareness on the issues related to search string construction and on search validation using a quasi-gold standard (QGS). Furthermore, we aim at providing guidelines for search string validation. Method: We use a recently completed tertiary study as a case and complement our findings with the observations from other researchers studying and advancing EBSE. Results: We found that the issue of assessing QGS quality has not seen much attention in the literature, and the validation of automated searches in SLSs could be improved. Hence, we propose to extend the current search validation approach by the additional analysis step of the automated search validation results and provide recommendations for the QGS construction. Conclusion: In this paper, we report on new issues which could affect search completeness in SLSs. Furthermore, the proposed guideline and recommendations could help researchers implement a more reliable search strategy in their SLSs.</p>",,,,,,,,,,,,,2022-01-11,2022-01-11,2025-04-03,,ELLIIT - The Linköping‐Lund Initiative on IT and Mobile Communications;KK-stiftelsen [20180127],4,,deprecated,urn:nbn:se:bth-22819;urn:nbn:se:bth-27676,,,,220103,true,true,,
1599564,"Tran, Huynh Khanh Vi [vtr] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Unterkalmsteiner, Michael [mun] [0000-0003-4118-0952] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Börstler, Jürgen [jub] [0000-0003-0639-4234] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Ali, Nauman bin [nal] [0000-0001-7266-5632] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805])",Assessing test artifact quality-A tertiary study,Artikel i tidskrift,Refereegranskat,eng,Information and Software Technology,0950-5849,1873-6025,published,139,,,,,2021,,,,ELSEVIER,,,,,,,10.1016/j.infsof.2021.106620,697678300012,,,urn:nbn:se:bth-22174,,,Software testing; Test case quality; Test suite quality; Test artifact quality; Quality assurance,Programvaruteknik (10205),,,<p>open access</p>,"<p>Context: Modern software development increasingly relies on software testing for an ever more frequent delivery of high quality software. This puts high demands on the quality of the central artifacts in software testing, test suites and test cases. Objective: We aim to develop a comprehensive model for capturing the dimensions of test case/suite quality, which are relevant for a variety of perspectives. Methods: We have carried out a systematic literature review to identify and analyze existing secondary studies on quality aspects of software testing artifacts. Results: We identified 49 relevant secondary studies. Of these 49 studies, less than half did some form of quality appraisal of the included primary studies and only 3 took into account the quality of the primary study when synthesizing the results. We present an aggregation of the context dimensions and factors that can be used to characterize the environment in which the test case/suite quality is investigated. We also provide a comprehensive model of test case/suite quality with definitions for the quality attributes and measurements based on findings in the literature and ISO/IEC 25010:2011. Conclusion: The test artifact quality model presented in the paper can be used to support test artifact quality assessment and improvement initiatives in practice. Furthermore, the model can also be used as a framework for documenting context characteristics to make research results more accessible for research and practice.</p>",,,,,,,,,,,,,2021-10-01,2021-10-01,2025-04-03,https://bth.diva-portal.org/smash/get/diva2:1599564/FULLTEXT01.pdf,,4,,deprecated,urn:nbn:se:bth-22819;urn:nbn:se:bth-27676,,,,106620,true,true,,
