citationid,paperid,Name,Year,Title,Abstract,FullTextLink,topics,probs,representations
Fischbach_77_2021,1626434,"Fischbach, Jannik (Qualicen GmbH, DEU);Frattini, Julian [juf] [0000-0003-3995-6125] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Mendez, Daniel [dmz] [0000-0003-0619-6027] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Unterkalmsteiner, Michael [mun] [0000-0003-4118-0952] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Femmer, Henning (Qualicen GmbH, DEU);Vogelsang, Andreas (University of Cologne, DEU)",2021,How Do Practitioners Interpret Conditionals in Requirements?,"<p>Context: Conditional statements like “If A and B then C” are core elements for describing software requirements. However, there are many ways to express such conditionals in natural language and also many ways how they can be interpreted. We hypothesize that conditional statements in requirements are a source of ambiguity, potentially affecting downstream activities such as test case generation negatively. Objective: Our goal is to understand how specific conditionals are interpreted by readers who work with requirements. Method: We conduct a descriptive survey with 104 RE practitioners and ask how they interpret 12 different conditional clauses. We map their interpretations to logical formulas written in Propositional (Temporal) Logic and discuss the implications. Results: The conditionals in our tested requirements were interpreted ambiguously. We found that practitioners disagree on whether an antecedent is only sufficient or also necessary for the consequent. Interestingly, the disagreement persists even when the system behavior is known to the practitioners. We also found that certain cue phrases are associated with specific interpretations. Conclusion: Conditionals in requirements are a source of ambiguity and there is not just one way to interpret them formally. This affects any analysis that builds upon formalized requirements (e.g., inconsistency checking, test-case generation). Our results may also influence guidelines for writing requirements. © 2021, Springer Nature Switzerland AG.</p>",,"[7, 7, 7, 7, 7, 8, 7, 7, 7, 7, 7, 1]","[0.0763355928548827, 0.09730790737735895, 0.1334854828528138, 0.06831036709002439, 0.08754629006021213, 0.0729804908808463, 0.37296308050825294, 0.06609624890871169, 0.33060788830204907, 0.1746601143994273, 0.08737071679821311, 0.0849236528144792]","[['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'regulatory', 'regulations', 'compliance', 'requirements', 'domain knowledge', 'legal experts', 'practices challenges', 'products services', 'principles practices'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements quality', 'requirements engineering', 'requirements specifications', 'quality requirements', 'requirements artifacts', 'requirements attributes', 'requirement', 'requirements', 'quality factors', 'quality defects']]"
Fischbach_78_2021,1568890,"Fischbach, Jannik (Qualicen GmbH, DEU);Frattini, Julian [juf] [0000-0003-3995-6125] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Spaans, Arjen (Qualicen GmbH, DEU);Kummeth, Maximilian (Qualicen GmbH, DEU);Vogelsang, Andreas (University of Cologne, DEU);Mendez, Daniel [dmz] [0000-0003-0619-6027] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Unterkalmsteiner, Michael [mun] [0000-0003-4118-0952] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805])",2021,Automatic Detection of Causality in Requirement Artifacts : The CiRA Approach,"<p>[Context &amp;amp; motivation:] System behavior is often expressed by causal relations in requirements (e.g., If event 1, then event 2). Automatically extracting this embedded causal knowledge supports not only reasoning about requirements dependencies, but also various automated engineering tasks such as seamless derivation of test cases. However, causality extraction from natural language (NL) is still an open research challenge as existing approaches fail to extract causality with reasonable performance. [Question/problem:] We understand causality extraction from requirements as a two-step problem: First, we need to detect if requirements have causal properties or not. Second, we need to understand and extract their causal relations. At present, though, we lack knowledge about the form and complexity of causality in requirements, which is necessary to develop a suitable approach addressing these two problems. [Principal ideas/results:] We conduct an exploratory case study with 14,983 sentences from 53 requirements documents originating from 18 different domains and shed light on the form and complexity of causality in requirements. Based on our findings, we develop a tool-supported approach for causality detection (CiRA, standing for Causality in Requirement Artifacts). This constitutes a first step towards causality extraction from NL requirements. [Contribution:] We report on a case study and the resulting tool-supported approach for causality detection in requirements. Our case study corroborates, among other things, that causality is, in fact, a widely used linguistic pattern to describe system behavior, as about a third of the analyzed sentences are causal. We further demonstrate that our tool CiRA achieves a macro-F 1 score of 82% on real word data and that it outperforms related approaches with an average gain of 11.06% in macro-Recall and 11.43% in macro-Precision. Finally, we disclose our open data sets as well as our tool to foster the discourse on the automatic detection of causality in the RE community. © 2021, Springer Nature Switzerland AG.</p>",https://bth.diva-portal.org/smash/get/diva2:1568890/FULLTEXT01.pdf,"[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 7]","[1.0, 0.11192337467056988, 0.6390476127742367, 0.8934545796690057, 1.0, 1.0, 1.0, 0.8368626973974311, 0.7750331255492239, 0.6591843386324956, 0.4612550020442314, 0.3051916593478976, 1.0]","[['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['classifiers', 'machine learning', 'predictive', 'random forest', 'human classifiers', 'boosting', 'classifier', 'ml based', 'ml techniques', 'prediction'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements']]"
Fischbach_79_2021,1556389,"Fischbach, Jannik (Qualicen GmbH, DEU);Frattini, Julian [juf] [0000-0003-3995-6125] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Vogelsang, Andreas (University of Cologne, DEU)",2021,CiRA : A Tool for the Automatic Detection of Causal Relationships in Requirements Artifacts,"<p>Requirements often specify the expected system behavior by using causal relations (e.g., If A, then B). Automatically extracting these relations supports, among others, two prominent RE use cases: Automatic test case derivation and dependency detection between requirements. However, existing tools fail to extract causality from natural language with reasonable performance. In this paper, we present our tool CiRA (Causality detection in Requirements Artifacts), which represents a first step towards automatic causality extraction from requirements. We evaluate CiRA on a publicly available data set of 61 acceptance criteria (causal: 32; non-causal: 29) describing the functionality of the German Corona-Warn-App. We achieve a macro1 score of 83 %, which corroborates the feasibility of our approach. © 2021 CEUR-WS. All rights reserved.</p>",https://bth.diva-portal.org/smash/get/diva2:1556389/FULLTEXT01.pdf,"[7, 7, 7, 7, 7, 5]","[0.6812841237935434, 0.11495512201343831, 0.2229095293105672, 1.0, 0.7516162347368807, 0.3878834072949286]","[['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['classifiers', 'machine learning', 'predictive', 'random forest', 'human classifiers', 'boosting', 'classifier', 'ml based', 'ml techniques', 'prediction']]"
Fischbach_80_2023,1718228,"Fischbach, Jannik (Netlight Consulting GmbH, DEU);Frattini, Julian [juf] [0000-0003-3995-6125] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Vogelsang, Andreas (University of Cologne, DEU);Mendez, Daniel [dmz] [0000-0003-0619-6027] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Unterkalmsteiner, Michael [mun] [0000-0003-4118-0952] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Wehrle, Andreas (Allianz Deutschland AG, DEU);Henao, Pablo Restrepo (Netlight Consulting GmbH, DEU);Yousefi, Parisa (Ericsson, SWE);Juricic, Tedi (Ericsson, SWE);Radduenz, Jeannette (Allianz Deutschland AG, DEU);Wiecher, Carsten (Leopold Kostal GmbH & Co. KG, DEU)",2023,Automatic creation of acceptance tests by extracting conditionals from requirements : NLP approach and case study,"<p>Acceptance testing is crucial to determine whether a system fulfills end-user requirements. However, the creation of acceptance tests is a laborious task entailing two major challenges: (1) practitioners need to determine the right set of test cases that fully covers a requirement, and (2) they need to create test cases manually due to insufficient tool support. Existing approaches for automatically deriving test cases require semi-formal or even formal notations of requirements, though unrestricted natural language is prevalent in practice. In this paper, we present our tool-supported approach CiRA (Conditionals in Requirements Artifacts) capable of creating the minimal set of required test cases from conditional statements in informal requirements. We demonstrate the feasibility of CiRA in a case study with three industry partners. In our study, out of 578 manually created test cases, 71.8% can be generated automatically. Additionally, CiRA discovered 80 relevant test cases that were missed in manual test case design. CiRA is publicly available at www.cira.bth.se/demo/. © 2022</p>",,"[7, 7, 7, 23]","[0.030017569724373874, 0.030431451574691074, 0.03745986295597997, 1.0]","[['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['test cases', 'test selection', 'test information', 'testing test', 'testing', 'testing activities', 'test case', 'testing identified', 'assuring quality', 'test']]"
Franch_88_2022,1514665,"Franch, Xavier (Universitat Politecnica de Catalunya, ESP);Mendez, Daniel [dmz] [0000-0003-0619-6027] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Vogelsang, Andreas (Technische Universitat Berlin, DEU);Heldal, Rogardt (Western Norway University of Applied Sciences, NOR);Knauss, Eric (Chalmers tekniska högskola, SWE);Oriol, Marc (Universitat Politecnica de Catalunya, ESP);Travassos, Guilherme (Federal University of Rio de Janeiro, BRA);Carver, Jeffrey C. (University of Alabama, USA);Zimmermann, Thomas (Microsoft Corporation, USA)",2022,How do Practitioners Perceive the Relevance of Requirements Engineering Research?,"<p>Context: The relevance of Requirements Engineering (RE) research to practitioners is vital for a long-term dissemination of research results to everyday practice. Some authors have speculated about a mismatch between research and practice in the RE discipline. However, there is not much evidence to support or refute this perception. Objective: This paper presents the results of a study aimed at gathering evidence from practitioners about their perception of the relevance of RE research and at understanding the factors that influence that perception. Method: We conducted a questionnaire-based survey of industry practitioners with expertise in RE. The participants rated the perceived relevance of 435 scientific papers presented at five top RE-related conferences. Results: The 153 participants provided a total of 2,164 ratings. The practitioners rated RE research as essential or worthwhile in a majority of cases. However, the percentage of non-positive ratings is still higher than we would like. Among the factors that affect the perception of relevance are the paper?s links to industry, the research method used, and respondents? roles. The reasons for positive perceptions were primarily related to the relevance of the problem and the soundness of the solution, while the causes for negative perceptions were more varied. The respondents also provided suggestions for future research, including topics researchers have studied for decades, like elicitation or requirement quality criteria. Conclusions: The study is valuable for both researchers and practitioners. Researchers can use the reasons respondents gave for positive and negative perceptions and the suggested research topics to help make their research more appealing to practitioners and thus more prone to industry adoption. Practitioners can benefit from the overall view of contemporary RE research by learning about research topics that they may not be familiar with, and compare their perception with those of their colleagues to self-assess their positioning towards more academic research. IEEE</p>",,"[1, 1, 8, 8, 8, 18, 8]","[0.09460927366669783, 0.08926397262739184, 0.06259587453883453, 0.06838292952705442, 0.04177378966020308, 0.407363036509454, 0.06363088151550272]","[['requirements quality', 'requirements engineering', 'requirements specifications', 'quality requirements', 'requirements artifacts', 'requirements attributes', 'requirement', 'requirements', 'quality factors', 'quality defects'], ['requirements quality', 'requirements engineering', 'requirements specifications', 'quality requirements', 'requirements artifacts', 'requirements attributes', 'requirement', 'requirements', 'quality factors', 'quality defects'], ['requirements engineering', 'regulatory', 'regulations', 'compliance', 'requirements', 'domain knowledge', 'legal experts', 'practices challenges', 'products services', 'principles practices'], ['requirements engineering', 'regulatory', 'regulations', 'compliance', 'requirements', 'domain knowledge', 'legal experts', 'practices challenges', 'products services', 'principles practices'], ['requirements engineering', 'regulatory', 'regulations', 'compliance', 'requirements', 'domain knowledge', 'legal experts', 'practices challenges', 'products services', 'principles practices'], ['team autonomy', 'teams working', 'teams organizations', 'organizational control', 'team performance', 'context organizations', 'organizational', 'organizational support', 'enable teams', 'coordination'], ['requirements engineering', 'regulatory', 'regulations', 'compliance', 'requirements', 'domain knowledge', 'legal experts', 'practices challenges', 'products services', 'principles practices']]"
Frattini_91_2020,1508975,"Frattini, Julian [juf] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805])",2020,CEREC : Causality Extraction from Requirements Artifacts,"<p>The cause-effect recognition (CEREC) system provides an API for causality extraction tailored to the requirements engineering context. The library is written in Java and is released under the MIT open source license. In this paper, the underlying algorithm is described, and a demonstration of the active learning component for causality extraction is outlined. The results are promising and strengthen the confidence in exploring automation approaches for model-based testing. © 2020 IEEE.</p>",https://bth.diva-portal.org/smash/get/diva2:1508975/FULLTEXT01.pdf,"[7, 7, 7]","[0.5882602191197132, 1.0, 1.0]","[['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements']]"
Frattini_92_2024,1855176,"Frattini, Julian [juf] [0000-0003-3995-6125] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805])",2024,Identifying Relevant Factors of Requirements Quality : An Industrial Case Study,"<p>[Context and Motivation]: The quality of requirements specifications impacts subsequent, dependent software engineering activities. Requirements quality defects like ambiguous statements can result in incomplete or wrong features and even lead to budget overrun or project failure. [Problem]: Attempts at measuring the impact of requirements quality have been held back by the vast amount of interacting factors. Requirements quality research lacks an understanding of which factors are relevant in practice. [Principal Ideas and Results]: We conduct a case study considering data from both interview transcripts and issue reports to identify relevant factors of requirements quality. The results include 17 factors and 11 interaction effects relevant to the case company. [Contribution]: The results contribute empirical evidence that (1) strengthens existing requirements engineering theories and (2) advances industry-relevant requirements quality research. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2024.</p>",,"[1, 1, 1, 1, 1, 1, 1]","[1.0, 0.3993758793002129, 0.21440453844314236, 0.40007367546841915, 0.5046060819379512, 1.0, 0.6667933808326726]","[['requirements quality', 'requirements engineering', 'requirements specifications', 'quality requirements', 'requirements artifacts', 'requirements attributes', 'requirement', 'requirements', 'quality factors', 'quality defects'], ['requirements quality', 'requirements engineering', 'requirements specifications', 'quality requirements', 'requirements artifacts', 'requirements attributes', 'requirement', 'requirements', 'quality factors', 'quality defects'], ['requirements quality', 'requirements engineering', 'requirements specifications', 'quality requirements', 'requirements artifacts', 'requirements attributes', 'requirement', 'requirements', 'quality factors', 'quality defects'], ['requirements quality', 'requirements engineering', 'requirements specifications', 'quality requirements', 'requirements artifacts', 'requirements attributes', 'requirement', 'requirements', 'quality factors', 'quality defects'], ['requirements quality', 'requirements engineering', 'requirements specifications', 'quality requirements', 'requirements artifacts', 'requirements attributes', 'requirement', 'requirements', 'quality factors', 'quality defects'], ['requirements quality', 'requirements engineering', 'requirements specifications', 'quality requirements', 'requirements artifacts', 'requirements attributes', 'requirement', 'requirements', 'quality factors', 'quality defects'], ['requirements quality', 'requirements engineering', 'requirements specifications', 'quality requirements', 'requirements artifacts', 'requirements attributes', 'requirement', 'requirements', 'quality factors', 'quality defects']]"
Frattini_93_2023,1810132,"Frattini, Julian [juf] [0000-0003-3995-6125] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Fischbach, Jannik (Netlight Consulting GmbH and Fortiss GmbH, Germany);Bauer, Andreas [aur] [0000-0002-2916-4020] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805])",2023,CiRA : An Open-Source Python Package for Automated Generation of Test Case Descriptions from Natural Language Requirements,"<p>Deriving acceptance tests from high-level, natural language requirements that achieve full coverage is a major manual challenge at the interface between requirements engineering and testing. Conditional requirements (e.g., 'If A or B then C.') imply causal relationships which - when extracted - allow to generate these acceptance tests automatically. This paper presents a tool from the CiRA (Causality In Requirements Artifacts) initiative, which automatically processes conditional natural language requirements and generates a minimal set of test case descriptions achieving full coverage. We evaluate the tool on a publicly available data set of 61 requirements from the requirements specification of the German Corona-Warn-App. The tool infers the correct test variables in 84.5% and correct variable configurations in 92.3% of all cases, which corroborates the feasibility of our approach. © 2023 IEEE.</p>",,"[7, 7, 7, 7]","[0.029216999210723824, 0.026890030382326714, 0.032982569308101, 0.038002022058304975]","[['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements']]"
Frattini_94_2024,1896347,"Frattini, Julian [juf] [0000-0003-3995-6125] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Fischbach, Jannik (Netlight Consulting GmbH, Germany);Fucci, Davide [dfu] [0000-0002-0679-4361] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Unterkalmsteiner, Michael [mun] [0000-0003-4118-0952] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Mendez, Daniel [dmz] [0000-0003-0619-6027] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805])",2024,Measuring the Fitness-for-Purpose of Requirements : An initial Model of Activities and Attributes,"<p>Requirements engineering aims to fulfill a purpose, i.e., inform subsequent software development activities about stakeholders' needs and constraints that must be met by the system under development. The quality of requirements artifacts and processes is determined by how fit for this purpose they are, i.e., how they impact activities affected by them. However, research on requirements quality lacks a comprehensive overview of these activities and how to measure them. In this paper, we specify the research endeavor addressing this gap and propose an initial model of requirements-affected activities and their attributes. We construct a model from three distinct data sources, including both literature and empirical data. The results yield an initial model containing 24 activities and 16 attributes quantifying these activities. Our long-term goal is to develop evidence-based decision support on how to optimize the fitness for purpose of the RE phase to best support the subsequent, affected software development process. We do so by measuring the effect that requirements artifacts and processes have on the attributes of these activities. With the contribution at hand, we invite the research community to critically discuss our research roadmap and support the further evolution of the model. © 2024 IEEE.</p>",,"[1, 1, 1, 1, 1, 5, 1]","[0.5737417919408541, 0.1859338606490296, 0.17704914549783304, 0.4392399278381754, 0.15484503533370128, 0.13314576893580907, 0.20499321605897775]","[['requirements quality', 'requirements engineering', 'requirements specifications', 'quality requirements', 'requirements artifacts', 'requirements attributes', 'requirement', 'requirements', 'quality factors', 'quality defects'], ['requirements quality', 'requirements engineering', 'requirements specifications', 'quality requirements', 'requirements artifacts', 'requirements attributes', 'requirement', 'requirements', 'quality factors', 'quality defects'], ['requirements quality', 'requirements engineering', 'requirements specifications', 'quality requirements', 'requirements artifacts', 'requirements attributes', 'requirement', 'requirements', 'quality factors', 'quality defects'], ['requirements quality', 'requirements engineering', 'requirements specifications', 'quality requirements', 'requirements artifacts', 'requirements attributes', 'requirement', 'requirements', 'quality factors', 'quality defects'], ['requirements quality', 'requirements engineering', 'requirements specifications', 'quality requirements', 'requirements artifacts', 'requirements attributes', 'requirement', 'requirements', 'quality factors', 'quality defects'], ['classifiers', 'machine learning', 'predictive', 'random forest', 'human classifiers', 'boosting', 'classifier', 'ml based', 'ml techniques', 'prediction'], ['requirements quality', 'requirements engineering', 'requirements specifications', 'quality requirements', 'requirements artifacts', 'requirements attributes', 'requirement', 'requirements', 'quality factors', 'quality defects']]"
Frattini_95_2023,1640668,"Frattini, Julian [juf] [0000-0003-3995-6125] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Fischbach, Jannik (Qualicen GmbH, GER);Mendez, Daniel [dmz] [0000-0003-0619-6027] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Unterkalmsteiner, Michael [mun] [0000-0003-4118-0952] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Vogelsang, Andreas (University of Cologne, GER);Wnuk, Krzysztof [krw] [0000-0003-3567-9300] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805])",2023,"Causality in requirements artifacts : prevalence, detection, and impact","<p>Causal relations in natural language (NL) requirements convey strong, semantic information. Automatically extracting such causal information enables multiple use cases, such as test case generation, but it also requires to reliably detect causal relations in the first place. Currently, this is still a cumbersome task as causality in NL requirements is still barely understood and, thus, barely detectable. In our empirically informed research, we aim at better understanding the notion of causality and supporting the automatic extraction of causal relations in NL requirements. In a first case study, we investigate 14.983 sentences from 53 requirements documents to understand the extent and form in which causality occurs. Second, we present and evaluate a tool-supported approach, called CiRA, for causality detection. We conclude with a second case study where we demonstrate the applicability of our tool and investigate the impact of causality on NL requirements. The first case study shows that causality constitutes around 28 % of all NL requirements sentences. We then demonstrate that our detection tool achieves a macro-F 1 score of 82 % on real-world data and that it outperforms related approaches with an average gain of 11.06 % in macro-Recall and 11.43 % in macro-Precision. Finally, our second case study corroborates the positive correlations of causality with features of NL requirements. The results strengthen our confidence in the eligibility of causal relations for downstream reuse, while our tool and publicly available data constitute a first step in the ongoing endeavors of utilizing causality in RE and beyond. © 2022, The Author(s).</p>",https://bth.diva-portal.org/smash/get/diva2:1640668/FULLTEXT01.pdf,"[7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 7, 7]","[0.5045438052802557, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7623385939422896, 1.0, 0.46869046638057227, 0.4476361581183727, 0.8645997055125713]","[['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['classifiers', 'machine learning', 'predictive', 'random forest', 'human classifiers', 'boosting', 'classifier', 'ml based', 'ml techniques', 'prediction'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements'], ['requirements engineering', 'requirements artifacts', 'requirements documents', 'causal relations', 'case generation', 'natural language', 'test cases', 'artifacts requirements', 'requirement', 'requirements']]"
